Date,Day,Month,Year,Customer_Age,Age_Group,Customer_Gender,Country,State,Product_Category,Sub_Category,Product,Order_Quantity,Unit_Cost,Unit_Price,Profit,Cost,Revenue,profit_per_quantity,outlier_status
2016-06-22,22,June,2016,47,Adults (35-64),F,France,Seine Saint Denis,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",1,1266,2320,636,1266,1902,636.0,not outlier
2012-12-18,18,December,2012,24,Youth (<25),F,France,Seine Saint Denis,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",2,1266,2320,1273,2532,3805,636.5,not outlier
2011-12-18,18,December,2011,24,Youth (<25),F,France,Seine Saint Denis,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",3,1266,2320,1909,3798,5707,636.33333333333337,not outlier
2013-06-28,28,June,2013,24,Youth (<25),F,France,Seine Saint Denis,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",1,1266,2320,636,1266,1902,636.0,not outlier
2015-06-28,28,June,2015,24,Youth (<25),F,France,Seine Saint Denis,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",1,1266,2320,636,1266,1902,636.0,not outlier
2013-08-10,10,August,2013,24,Youth (<25),F,France,Seine Saint Denis,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",1,1266,2320,636,1266,1902,636.0,not outlier
2015-08-10,10,August,2015,24,Youth (<25),F,France,Seine Saint Denis,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",2,1266,2320,1273,2532,3805,636.5,not outlier
2012-04-13,13,April,2012,36,Adults (35-64),M,Germany,Nordrhein-Westfalen,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",2,1266,2320,1505,2532,4037,752.5,not outlier
2011-04-13,13,April,2011,36,Adults (35-64),M,Germany,Nordrhein-Westfalen,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",3,1266,2320,2257,3798,6055,752.33333333333337,not outlier
2013-12-12,12,December,2013,42,Adults (35-64),M,Germany,Nordrhein-Westfalen,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",1,1266,2320,752,1266,2018,752.0,not outlier
2015-12-12,12,December,2015,42,Adults (35-64),M,Germany,Nordrhein-Westfalen,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",3,1266,2320,2257,3798,6055,752.33333333333337,not outlier
2014-01-16,16,January,2014,42,Adults (35-64),M,Germany,Nordrhein-Westfalen,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",1,1266,2320,752,1266,2018,752.0,not outlier
2016-01-16,16,January,2016,42,Adults (35-64),M,Germany,Nordrhein-Westfalen,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",1,1266,2320,752,1266,2018,752.0,not outlier
2014-03-08,8,March,2014,42,Adults (35-64),M,Germany,Nordrhein-Westfalen,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",1,1266,2320,752,1266,2018,752.0,not outlier
2016-03-08,8,March,2016,42,Adults (35-64),M,Germany,Nordrhein-Westfalen,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",3,1266,2320,2257,3798,6055,752.33333333333337,not outlier
2014-04-09,9,April,2014,42,Adults (35-64),M,Germany,Nordrhein-Westfalen,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",1,1266,2320,752,1266,2018,752.0,not outlier
2016-04-09,9,April,2016,42,Adults (35-64),M,Germany,Nordrhein-Westfalen,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",3,1266,2320,2257,3798,6055,752.33333333333337,not outlier
2014-06-22,22,June,2014,42,Adults (35-64),M,Germany,Nordrhein-Westfalen,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",1,1266,2320,752,1266,2018,752.0,not outlier
2016-06-22,22,June,2016,42,Adults (35-64),M,Germany,Nordrhein-Westfalen,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",1,1266,2320,752,1266,2018,752.0,not outlier
2014-05-15,15,May,2014,32,Young Adults (25-34),M,Germany,Nordrhein-Westfalen,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",1,1266,2320,752,1266,2018,752.0,not outlier
2016-05-15,15,May,2016,32,Young Adults (25-34),M,Germany,Nordrhein-Westfalen,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",2,1266,2320,1505,2532,4037,752.5,not outlier
2013-11-13,13,November,2013,40,Adults (35-64),F,Germany,Nordrhein-Westfalen,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",1,1266,2320,752,1266,2018,752.0,not outlier
2015-11-13,13,November,2015,40,Adults (35-64),F,Germany,Nordrhein-Westfalen,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",1,1266,2320,752,1266,2018,752.0,not outlier
2012-12-25,25,December,2012,37,Adults (35-64),F,Germany,Nordrhein-Westfalen,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",2,1266,2320,1505,2532,4037,752.5,not outlier
2011-12-25,25,December,2011,37,Adults (35-64),F,Germany,Nordrhein-Westfalen,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",3,1266,2320,2257,3798,6055,752.33333333333337,not outlier
2013-09-15,15,September,2013,37,Adults (35-64),F,Germany,Nordrhein-Westfalen,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",1,1266,2320,752,1266,2018,752.0,not outlier
2015-09-15,15,September,2015,37,Adults (35-64),F,Germany,Nordrhein-Westfalen,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",1,1266,2320,752,1266,2018,752.0,not outlier
2014-01-11,11,January,2014,37,Adults (35-64),F,Germany,Nordrhein-Westfalen,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",1,1266,2320,752,1266,2018,752.0,not outlier
2016-01-11,11,January,2016,37,Adults (35-64),F,Germany,Nordrhein-Westfalen,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",1,1266,2320,752,1266,2018,752.0,not outlier
2014-02-11,11,February,2014,37,Adults (35-64),F,Germany,Nordrhein-Westfalen,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",1,1266,2320,752,1266,2018,752.0,not outlier
2016-02-11,11,February,2016,37,Adults (35-64),F,Germany,Nordrhein-Westfalen,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",1,1266,2320,752,1266,2018,752.0,not outlier
2014-03-21,21,March,2014,47,Adults (35-64),M,Germany,Nordrhein-Westfalen,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",1,1266,2320,752,1266,2018,752.0,not outlier
2016-03-21,21,March,2016,47,Adults (35-64),M,Germany,Nordrhein-Westfalen,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",1,1266,2320,752,1266,2018,752.0,not outlier
2014-03-12,12,March,2014,49,Adults (35-64),F,Germany,Nordrhein-Westfalen,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",1,1266,2320,752,1266,2018,752.0,not outlier
2016-03-12,12,March,2016,49,Adults (35-64),F,Germany,Nordrhein-Westfalen,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",1,1266,2320,752,1266,2018,752.0,not outlier
2014-03-14,14,March,2014,50,Adults (35-64),F,Germany,Nordrhein-Westfalen,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",1,1266,2320,752,1266,2018,752.0,not outlier
2016-03-14,14,March,2016,50,Adults (35-64),F,Germany,Nordrhein-Westfalen,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",1,1266,2320,752,1266,2018,752.0,not outlier
2014-06-23,23,June,2014,35,Adults (35-64),M,Germany,Nordrhein-Westfalen,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",1,1266,2320,752,1266,2018,752.0,not outlier
2016-06-23,23,June,2016,35,Adults (35-64),M,Germany,Nordrhein-Westfalen,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",2,1266,2320,1505,2532,4037,752.5,not outlier
2013-05-07,7,May,2013,39,Adults (35-64),M,France,Nord,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,752,1266,2018,752.0,not outlier
2015-05-07,7,May,2015,39,Adults (35-64),M,France,Nord,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,752,1266,2018,752.0,not outlier
2013-08-20,20,August,2013,39,Adults (35-64),M,France,Nord,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,752,1266,2018,752.0,not outlier
2015-08-20,20,August,2015,39,Adults (35-64),M,France,Nord,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,752,1266,2018,752.0,not outlier
2014-01-28,28,January,2014,36,Adults (35-64),M,France,Nord,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,752,1266,2018,752.0,not outlier
2016-01-28,28,January,2016,36,Adults (35-64),M,France,Nord,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,752,1266,2018,752.0,not outlier
2014-01-26,26,January,2014,37,Adults (35-64),F,France,Nord,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,752,1266,2018,752.0,not outlier
2016-01-26,26,January,2016,37,Adults (35-64),F,France,Nord,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",3,1266,2320,2257,3798,6055,752.33333333333337,not outlier
2014-02-22,22,February,2014,37,Adults (35-64),F,France,Nord,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,752,1266,2018,752.0,not outlier
2016-02-22,22,February,2016,37,Adults (35-64),F,France,Nord,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,752,1266,2018,752.0,not outlier
2013-12-28,28,December,2013,40,Adults (35-64),M,France,Nord,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,752,1266,2018,752.0,not outlier
2015-12-28,28,December,2015,40,Adults (35-64),M,France,Nord,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,752,1266,2018,752.0,not outlier
2013-07-21,21,July,2013,23,Youth (<25),M,France,Nord,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,752,1266,2018,752.0,not outlier
2015-07-21,21,July,2015,23,Youth (<25),M,France,Nord,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,752,1266,2018,752.0,not outlier
2013-01-08,8,January,2013,46,Adults (35-64),M,France,Nord,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,752,1266,2018,752.0,not outlier
2015-01-08,8,January,2015,46,Adults (35-64),M,France,Nord,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,752,1266,2018,752.0,not outlier
2013-09-18,18,September,2013,46,Adults (35-64),M,France,Nord,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,752,1266,2018,752.0,not outlier
2015-09-18,18,September,2015,46,Adults (35-64),M,France,Nord,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,752,1266,2018,752.0,not outlier
2014-05-05,5,May,2014,31,Young Adults (25-34),M,France,Somme,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,636,1266,1902,636.0,not outlier
2016-05-05,5,May,2016,31,Young Adults (25-34),M,France,Somme,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,636,1266,1902,636.0,not outlier
2014-04-08,8,April,2014,25,Young Adults (25-34),F,Germany,Bayern,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,1031,1266,2297,1031.0,not outlier
2016-04-08,8,April,2016,25,Young Adults (25-34),F,Germany,Bayern,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,1031,1266,2297,1031.0,not outlier
2013-04-30,30,April,2013,48,Adults (35-64),F,Germany,Bayern,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,1031,1266,2297,1031.0,not outlier
2015-04-30,30,April,2015,48,Adults (35-64),F,Germany,Bayern,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,1031,1266,2297,1031.0,not outlier
2013-10-19,19,October,2013,48,Adults (35-64),F,Germany,Bayern,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,1031,1266,2297,1031.0,not outlier
2015-10-19,19,October,2015,48,Adults (35-64),F,Germany,Bayern,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",3,1266,2320,3092,3798,6890,1030.6666666666667,not outlier
2013-12-15,15,December,2013,35,Adults (35-64),M,Germany,Bayern,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,1031,1266,2297,1031.0,not outlier
2015-12-15,15,December,2015,35,Adults (35-64),M,Germany,Bayern,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,1031,1266,2297,1031.0,not outlier
2013-06-30,30,June,2013,20,Youth (<25),M,Germany,Bayern,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,1031,1266,2297,1031.0,not outlier
2015-06-30,30,June,2015,20,Youth (<25),M,Germany,Bayern,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",3,1266,2320,3092,3798,6890,1030.6666666666667,not outlier
2013-11-06,6,November,2013,20,Youth (<25),M,Germany,Bayern,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,1031,1266,2297,1031.0,not outlier
2015-11-06,6,November,2015,20,Youth (<25),M,Germany,Bayern,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,1031,1266,2297,1031.0,not outlier
2014-05-01,1,May,2014,20,Youth (<25),M,Germany,Bayern,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,1031,1266,2297,1031.0,not outlier
2016-05-01,1,May,2016,20,Youth (<25),M,Germany,Bayern,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,1031,1266,2297,1031.0,not outlier
2014-06-26,26,June,2014,20,Youth (<25),M,Germany,Bayern,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,1031,1266,2297,1031.0,not outlier
2016-06-26,26,June,2016,20,Youth (<25),M,Germany,Bayern,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",3,1266,2320,3092,3798,6890,1030.6666666666667,not outlier
2012-11-20,20,November,2012,40,Adults (35-64),F,Germany,Bayern,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",2,1266,2320,2062,2532,4594,1031.0,not outlier
2011-11-20,20,November,2011,40,Adults (35-64),F,Germany,Bayern,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",4,1266,2320,4123,5064,9187,1030.75,not outlier
2013-11-03,3,November,2013,40,Adults (35-64),F,Germany,Bayern,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,1031,1266,2297,1031.0,not outlier
2015-11-03,3,November,2015,40,Adults (35-64),F,Germany,Bayern,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,1031,1266,2297,1031.0,not outlier
2013-12-18,18,December,2013,40,Adults (35-64),F,Germany,Bayern,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,1031,1266,2297,1031.0,not outlier
2015-12-18,18,December,2015,40,Adults (35-64),F,Germany,Bayern,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",3,1266,2320,3092,3798,6890,1030.6666666666667,not outlier
2014-06-16,16,June,2014,18,Youth (<25),M,Germany,Bayern,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,1031,1266,2297,1031.0,not outlier
2016-06-16,16,June,2016,18,Youth (<25),M,Germany,Bayern,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",3,1266,2320,3092,3798,6890,1030.6666666666667,not outlier
2014-04-24,24,April,2014,43,Adults (35-64),M,Germany,Bayern,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,1031,1266,2297,1031.0,not outlier
2016-04-24,24,April,2016,43,Adults (35-64),M,Germany,Bayern,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",2,1266,2320,2062,2532,4594,1031.0,not outlier
2014-03-14,14,March,2014,44,Adults (35-64),F,Germany,Hessen,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,892,1266,2158,892.0,not outlier
2016-03-14,14,March,2016,44,Adults (35-64),F,Germany,Hessen,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,892,1266,2158,892.0,not outlier
2014-03-30,30,March,2014,44,Adults (35-64),F,Germany,Hessen,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,892,1266,2158,892.0,not outlier
2016-03-30,30,March,2016,44,Adults (35-64),F,Germany,Hessen,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",2,1266,2320,1783,2532,4315,891.5,not outlier
2014-04-08,8,April,2014,44,Adults (35-64),F,Germany,Hessen,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,892,1266,2158,892.0,not outlier
2016-04-08,8,April,2016,44,Adults (35-64),F,Germany,Hessen,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,892,1266,2158,892.0,not outlier
2013-09-15,15,September,2013,28,Young Adults (25-34),F,Germany,Hessen,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,892,1266,2158,892.0,not outlier
2015-09-15,15,September,2015,28,Young Adults (25-34),F,Germany,Hessen,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,892,1266,2158,892.0,not outlier
2013-12-06,6,December,2013,28,Young Adults (25-34),F,Germany,Hessen,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,892,1266,2158,892.0,not outlier
2015-12-06,6,December,2015,28,Young Adults (25-34),F,Germany,Hessen,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",2,1266,2320,1783,2532,4315,891.5,not outlier
2014-01-10,10,January,2014,28,Young Adults (25-34),F,Germany,Hessen,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,892,1266,2158,892.0,not outlier
2016-01-10,10,January,2016,28,Young Adults (25-34),F,Germany,Hessen,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",3,1266,2320,2675,3798,6473,891.66666666666663,not outlier
2014-01-28,28,January,2014,28,Young Adults (25-34),F,Germany,Hessen,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,892,1266,2158,892.0,not outlier
2016-01-28,28,January,2016,28,Young Adults (25-34),F,Germany,Hessen,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,892,1266,2158,892.0,not outlier
2014-06-04,4,June,2014,28,Young Adults (25-34),F,Germany,Hessen,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,892,1266,2158,892.0,not outlier
2016-06-04,4,June,2016,28,Young Adults (25-34),F,Germany,Hessen,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,892,1266,2158,892.0,not outlier
2014-05-09,9,May,2014,42,Adults (35-64),F,Germany,Hessen,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,892,1266,2158,892.0,not outlier
2016-05-09,9,May,2016,42,Adults (35-64),F,Germany,Hessen,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",2,1266,2320,1783,2532,4315,891.5,not outlier
2014-01-17,17,January,2014,45,Adults (35-64),M,Germany,Hessen,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,892,1266,2158,892.0,not outlier
2016-01-17,17,January,2016,45,Adults (35-64),M,Germany,Hessen,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,892,1266,2158,892.0,not outlier
2013-06-15,15,June,2013,31,Young Adults (25-34),M,France,Loiret,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,799,1266,2065,799.0,not outlier
2015-06-15,15,June,2015,31,Young Adults (25-34),M,France,Loiret,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,799,1266,2065,799.0,not outlier
2013-09-21,21,September,2013,31,Young Adults (25-34),M,France,Loiret,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,799,1266,2065,799.0,not outlier
2015-09-21,21,September,2015,31,Young Adults (25-34),M,France,Loiret,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,799,1266,2065,799.0,not outlier
2014-05-01,1,May,2014,31,Young Adults (25-34),M,France,Loiret,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,799,1266,2065,799.0,not outlier
2016-05-01,1,May,2016,31,Young Adults (25-34),M,France,Loiret,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,799,1266,2065,799.0,not outlier
2014-02-01,1,February,2014,41,Adults (35-64),M,France,Loiret,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,799,1266,2065,799.0,not outlier
2016-02-01,1,February,2016,41,Adults (35-64),M,France,Loiret,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,799,1266,2065,799.0,not outlier
2012-08-29,29,August,2012,29,Young Adults (25-34),F,France,Loiret,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",2,1266,2320,1598,2532,4130,799.0,not outlier
2011-08-29,29,August,2011,29,Young Adults (25-34),F,France,Loiret,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",3,1266,2320,2396,3798,6194,798.66666666666663,not outlier
2012-12-23,23,December,2012,30,Young Adults (25-34),F,United States,Oregon,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",2,1266,2320,1458,2532,3990,729.0,not outlier
2011-12-23,23,December,2011,30,Young Adults (25-34),F,United States,Oregon,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,729,1266,1995,729.0,not outlier
2013-12-30,30,December,2013,30,Young Adults (25-34),F,United States,Oregon,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,729,1266,1995,729.0,not outlier
2015-12-30,30,December,2015,30,Young Adults (25-34),F,United States,Oregon,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,729,1266,1995,729.0,not outlier
2014-01-05,5,January,2014,61,Adults (35-64),F,United States,Oregon,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,729,1266,1995,729.0,not outlier
2016-01-05,5,January,2016,61,Adults (35-64),F,United States,Oregon,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,729,1266,1995,729.0,not outlier
2013-08-09,9,August,2013,47,Adults (35-64),F,United States,Oregon,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,729,1266,1995,729.0,not outlier
2015-08-09,9,August,2015,47,Adults (35-64),F,United States,Oregon,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,729,1266,1995,729.0,not outlier
2013-08-18,18,August,2013,47,Adults (35-64),F,United States,Oregon,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,729,1266,1995,729.0,not outlier
2015-08-18,18,August,2015,47,Adults (35-64),F,United States,Oregon,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,729,1266,1995,729.0,not outlier
2014-05-06,6,May,2014,47,Adults (35-64),F,United States,Oregon,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,729,1266,1995,729.0,not outlier
2016-05-06,6,May,2016,47,Adults (35-64),F,United States,Oregon,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,729,1266,1995,729.0,not outlier
2013-11-07,7,November,2013,64,Adults (35-64),M,United States,Oregon,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,729,1266,1995,729.0,not outlier
2015-11-07,7,November,2015,64,Adults (35-64),M,United States,Oregon,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,729,1266,1995,729.0,not outlier
2014-02-10,10,February,2014,44,Adults (35-64),F,United States,Oregon,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,729,1266,1995,729.0,not outlier
2016-02-10,10,February,2016,44,Adults (35-64),F,United States,Oregon,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",2,1266,2320,1458,2532,3990,729.0,not outlier
2014-06-10,10,June,2014,44,Adults (35-64),F,United States,Oregon,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,729,1266,1995,729.0,not outlier
2016-06-10,10,June,2016,44,Adults (35-64),F,United States,Oregon,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",2,1266,2320,1458,2532,3990,729.0,not outlier
2014-05-25,25,May,2014,55,Adults (35-64),F,United States,Oregon,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,729,1266,1995,729.0,not outlier
2016-05-25,25,May,2016,55,Adults (35-64),F,United States,Oregon,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,729,1266,1995,729.0,not outlier
2013-08-26,26,August,2013,41,Adults (35-64),F,United States,Oregon,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,729,1266,1995,729.0,not outlier
2015-08-26,26,August,2015,41,Adults (35-64),F,United States,Oregon,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,729,1266,1995,729.0,not outlier
2014-06-17,17,June,2014,41,Adults (35-64),F,United States,Oregon,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,729,1266,1995,729.0,not outlier
2016-06-17,17,June,2016,41,Adults (35-64),F,United States,Oregon,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,729,1266,1995,729.0,not outlier
2013-12-08,8,December,2013,56,Adults (35-64),F,United States,Oregon,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,729,1266,1995,729.0,not outlier
2015-12-08,8,December,2015,56,Adults (35-64),F,United States,Oregon,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,729,1266,1995,729.0,not outlier
2014-06-25,25,June,2014,56,Adults (35-64),F,United States,Oregon,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,729,1266,1995,729.0,not outlier
2016-06-25,25,June,2016,56,Adults (35-64),F,United States,Oregon,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,729,1266,1995,729.0,not outlier
2013-01-14,14,January,2013,43,Adults (35-64),M,United States,Oregon,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,729,1266,1995,729.0,not outlier
2015-01-14,14,January,2015,43,Adults (35-64),M,United States,Oregon,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,729,1266,1995,729.0,not outlier
2013-09-03,3,September,2013,43,Adults (35-64),M,United States,Oregon,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,729,1266,1995,729.0,not outlier
2015-09-03,3,September,2015,43,Adults (35-64),M,United States,Oregon,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,729,1266,1995,729.0,not outlier
2013-03-08,8,March,2013,27,Young Adults (25-34),M,United States,Oregon,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,729,1266,1995,729.0,not outlier
2015-03-08,8,March,2015,27,Young Adults (25-34),M,United States,Oregon,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",3,1266,2320,2188,3798,5986,729.33333333333337,not outlier
2013-05-12,12,May,2013,26,Young Adults (25-34),M,United States,Oregon,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,729,1266,1995,729.0,not outlier
2015-05-12,12,May,2015,26,Young Adults (25-34),M,United States,Oregon,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,729,1266,1995,729.0,not outlier
2013-06-10,10,June,2013,22,Youth (<25),F,United States,Oregon,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,729,1266,1995,729.0,not outlier
